0,1,2
-6750#,310#,7746#
-31640#,300#,7971#
-39250#,400#,8012#
-48150#,300#,8060#
-52781,4,8082.798
-58560,140,8112.5
-60060,30,8116.81
-62989.23,0.26,8129.590
-61312.4,1.7,8114.952
-61579.87,0.09,8111.887
-57070,40,8080.40
-55361,28,8065.55
-48394,28,8019.43
-44893,13,7993.93
-35790,30,7935.12
-29995,10,7895.94
-18670,60,7823.9
-11010,150,7773.6
2530#,400#,7688#
-35660#,500#,7991#
-43890#,400#,8035#
-50480#,300#,8069#
-55600,300,8094.8
-58796,20,8109.06
-60921.2,0.3,8117.008
-61274.7,0.7,8114.470
-60375.53,0.18,8104.521
-58083,3,8086.323
-54717,28,8061.78
-50290,28,8030.96
-44918,15,7994.54
-38409,11,7951.40
-30723,26,7901.29
-22093,23,7845.59
-12460#,200#,7784#
-1790#,300#,7716#
-30860#,500#,7963#
-40850#,500#,8017#
-46710#,300#,8047#
-53710#,200#,8084#
-56240,50,8093.79
-60107.5,1.4,8111.953
-59795.3,0.7,8105.514
-60763.929,0.010,8106.610
-57306,17,8081.67
-56254,28,8070.88
-50138,28,8030.30
-47291,13,8008.95
-38904,11,7955.01
-33926,10,7921.13
-23180#,100#,7853#
-16299,18,7808.24
-3700#,200#,7730#
5420#,300#,7671#
-36210#,500#,7990#
-43770#,400#,8030#
-50010#,200#,8062#
-54520,600,8084
-57717.8,1.4,8097.740
-59210.3,1.0,8101.893
-59306.818,0.013,8097.883
-57828.5,1.9,8084.662
-55431,29,8066.07
-51720,28,8039.79
-47086,28,8008.12
-41250,28,7969.41
-34297,18,7924.18
-26410,40,7873.49
-17470,80,7816.6
-7562,21,7754.11
3340#,310#,7686#
-32970#,300#,7972#
-39690#,500#,8006#
-47760#,300#,8049#
-51480#,200#,8066#
-56483,4,8090.405
-57374,5,8091.04
-59255.456,0.014,8097.430
-56736.1,2.3,8078.233
-56402,24,8071.74
-51330,28,8037.71
-49097,28,8020.18
-41570,40,7971.85
-37244,13,7942.16
-27380,30,7880.26
-21107,10,7839.25
-9320,60,7766.2
-1060,150,7713.6
-36510#,500#,7988#
-43740#,400#,8026#
-49350#,300#,8054#
-53650#,200#,8074#
-56256,4,8084.463
-57551.234,0.011,8087.428
-56881.0,1.6,8079.031
-55412,28,8066.02
-52397,28,8044.06
-48727,28,8018.33
-43554,28,7983.91
-37438,15,7944.03
-30268,11,7898.07
-21940,60,7845.4
-12832,23,7788.23
-2660#,200#,7725#
-31970#,500#,7963#
-41130#,500#,8011#
-45870#,300#,8034#
-51950#,300#,8064#
-53860,40,8070.64
-56944.521,0.011,8083.848
-55570.3,1.6,8071.454
-55844.6,2.3,8068.534
-51741,28,8040.45
-50227,28,8027.26
-43673,28,7985.09
-39995,10,7959.46
-30786,11,7902.04
-25318,10,7866.11
-14060#,100#,7797#
-6641,19,7749.79
-36730#,500#,7986#
-43300#,400#,8019#
-48650#,400#,8045#
-52310,50,8061.77
-54695.56,0.07,8070.925
-55165.7,1.2,8069.141
-54481.8,2.3,8060.763
-52409,28,8044.45
-49633,28,8024.11
-45288,28,7994.82
-40105,12,7960.73
-33395,12,7917.91
-25709,19,7869.52
-17400,40,7817.59
-7970,80,7759.2
-33610#,500#,7969#
-39390#,500#,7997#
-46630#,400#,8034#
-49370,100,8045.1
-53491.322,0.014,8064.085
-53382.3,1.2,8059.021
-54576.4,1.5,8061.360
-51370,30,8038.67
-50642,28,8030.11
-45063,28,7993.97
-42131,11,7972.87
-33882,8,7921.55
-28934,13,7888.99
-18520,30,7825.38
-11785,11,7782.66
580,80,7707.9
-36280#,500#,7980#
-42860#,500#,8013#
-47570#,200#,8035#
-50986.40,0.22,8049.974
-52383.9,1.2,8053.450
-52880.7,1.4,8051.836
-51715,3,8040.829
-49702,28,8025.04
-46269,28,8001.22
-41956,15,7972.44
-36047,20,7934.63
-29370,15,7892.49
-21546,10,7843.86
-12780,80,7789.9
-3340,22,7732.17
-32130#,500#,7957#
-40260#,600#,7999#
-44240#,300#,8017#
-49677,7,8042.74
-50337.9,2.3,8042.055
-52435.4,1.4,8049.444
-50600#,50#,8035#
-50407,15,8029.26
-45653,28,7998.16
-43544,14,7981.91
-36254,19,7936.56
-31997,10,7908.25
-22303,10,7849.39
-16315,11,7811.36
-4610#,100#,7741#
3573,23,7690.84
-36080#,500#,7976#
-41900#,400#,8004#
-46640#,200#,8026#
-49059,5,8035.074
-50463.0,1.4,8038.547
-50357.5,1.5,8033.587
-49295,15,8023.28
-46584,25,8003.77
-43020,16,7979.48
-38082,10,7947.52
-32268,8,7910.68
-24989,12,7865.64
-16933,28,7816.26
-8270,40,7763.49
2050,80,7701.5
-33180#,500#,7960#
-38170#,400#,7983#
-44720#,300#,8016#
-46680,70,8022.0
-49779.5,1.4,8034.932
-48933.6,2.1,8025.886
-49636.2,1.4,8025.443
-45837,21,7999.99
-44356,16,7987.42
-37978,22,7947.63
-34430,10,7923.58
-25626,5,7870.319
-20251,13,7836.11
-9390,70,7771.4
-1941,12,7725.70
-35440#,500#,7969#
-41090#,300#,7996#
-44800,130,8011.9
-47403.0,1.4,8022.003
-48439.1,1.6,8023.405
-48233.9,1.4,8017.949
-46517,13,8004.14
-43550,25,7983.43
-39463,5,7956.524
-34381,14,7924.13
-27871,20,7883.84
-20661,15,7839.68
-12799,9,7791.92
-3110,90,7734.1
-31490#,500#,7948#
-38900#,400#,7984#
-41770#,200#,7996#
-46050,6,8014.84
-46430.7,1.6,8012.633
-48246.1,0.7,8018.310
-45450,100,7998.6
-44609,22,7989.73
-39052,21,7954.89
-36168,13,7934.75
-28304,19,7887.24
-23577,10,7856.97
-13327,12,7796.36
-6825,12,7756.33
-35000#,400#,7963#
-39720,80,7984.8
-43280,30,8000.03
-45293.5,1.6,8006.740
-46365.7,0.7,8008.323
-45810,8,8001.01
-43660,50,7985.01
-40202,25,7961.82
-35773,14,7933.34
-30191,9,7898.56
-23805,7,7859.39
-16587,9,7815.67
-7580,29,7762.18
-32600#,500#,7951#
-36300#,200#,7967#
-41500,40,7990.72
-42839,26,7993.75
-45705.5,0.7,8005.078
-44220,4,7992.752
-44252.6,0.8,7988.678
-39611,28,7959.20
-37332,15,7942.56
-30319,22,7900.19
-26345,10,7874.35
-16883,10,7818.67
-11052,13,7782.73
1250#,120#,7712#
-28480#,500#,7929#
-33960#,300#,7955#
-38320,60,7974.0
-41394,14,7986.36
-43387.9,0.7,7992.908
-43819.0,0.8,7991.010
-42805.9,0.8,7981.305
-40336,28,7963.72
-36688,26,7939.78
-31858.1,2.6,7909.441
-26184,14,7874.54
-19758,21,7835.58
-11541,16,7786.93
-2240#,80#,7732#
-30320#,400#,7936#
-36420,50,7964.30
-38610,60,7971.8
-42508.6,1.2,7988.603
-41927.3,0.8,7981.271
-43000.0,0.8,7982.832
-39172,17,7958.05
-37864,22,7946.81
-31715,21,7909.54
-28539,12,7888.26
-19883,21,7837.52
-14681,11,7805.34
-3145,17,7739.12
4102,18,7695.95
-27770#,400#,7923#
-33000#,200#,7947#
-36900,60,7963.21
-39904.0,1.2,7975.117
-41216.5,0.7,7977.952
-41219.0,0.7,7973.781
-39549,28,7960.67
-36685,24,7941.17
-33029,22,7917.43
-28119,13,7886.99
-22445,8,7852.47
-14987,5,7808.401
-6383,10,7758.21
2820,30,7704.79
-23820#,400#,7903#
-30830#,300#,7936#
-33910#,200#,7948#
-38668,3,7969.053
-39016.9,0.7,7966.748
-41137.3,0.7,7973.866
-38345,9,7954.85
-37821,5,7947.903
-32371.3,2.7,7914.754
-30198,7,7899.03
-22336,30,7853.05
-17811,10,7824.82
-7195,11,7764.19
-544,20,7724.65
-27150#,300#,7917#
-31960#,200#,7938#
-35810#,200#,7954#
-37979,8,7961.81
-38986.8,0.7,7963.003
-38450,13,7956.02
-36469,10,7941.40
-33582,20,7921.99
-29630,30,7896.92
-24616,8,7866.27
-17844,14,7826.30
-10065,21,7781.00
-1422,22,7731.13
-24800#,400#,7905#
-28720#,200#,7922#
-34370,40,7947.50
-35583,5,7949.776
-38707.8,0.6,7962.105
-36753.6,1.4,7947.702
-37306.5,0.7,7946.494
-32834,3,7918.835
-31371,16,7907.02
-24366,7,7866.03
-20417,13,7841.13
-10596,21,7785.32
-4563,13,7749.45
-26520#,300#,7911#
-31180,40,7931.44
-34350,10,7943.96
-36395.2,0.7,7950.569
-36708.8,1.3,7948.114
-35698,4,7938.728
-33798,5,7924.682
-30592,22,7903.80
-26283,7,7877.14
-20291,7,7841.68
-13239,7,7800.66
-5069,7,7753.79
3864,16,7702.92
-23100#,400#,7894#
-29620#,200#,7924#
-31590,70,7930.2
-35882.3,2.3,7948.526
-34835.6,1.3,7939.000
-36288.5,2.6,7942.492
-32772,16,7920.10
-32011,16,7912.07
-25870,30,7876.02
-22552,6,7854.648
-13530,30,7803.61
-8066,11,7771.05
2926,28,7709.73
-20810#,400#,7883#
-26190#,200#,7907#
-30230,40,7923.94
-33394.4,2.3,7936.272
-34536.3,1.3,7938.135
-34479.7,1.4,7933.788
-33405,9,7924.16
-31062,16,7907.97
-27477,7,7885.34
-22229,10,7854.10
-15885,8,7817.17
-8325,15,7773.95
-67,22,7727.11
9043,25,7675.85
-17130#,500#,7865#
-24410#,300#,7899#
-27260#,200#,7909#
-32435.2,2.4,7932.023
-32531.8,1.3,7928.488
-34760.1,0.5,7935.942
-32211.9,2.1,7918.774
-32184.0,2.9,7914.597
-26937,14,7883.52
-24208,17,7865.42
-16023,5,7819.195
-11005,13,7789.29
-716,24,7732.23
5725,17,7695.00
-20740#,300#,7881#
-25560#,300#,7901#
-29510,60,7917.74
-31692.3,1.3,7924.916
-32793.9,0.5,7926.553
-32567.1,1.1,7921.378
-31013,23,7909.40
-28155,11,7890.73
-23738,5,7864.065
-18026,5,7830.758
-11117,6,7791.32
-3470,10,7748.09
5050,50,7700.38
-18740#,400#,7872#
-22360#,300#,7886#
-28280,40,7912.23
-29440,40,7914.15
-32644.5,0.5,7926.530
-31138.7,3.0,7914.855
-31825.9,2.9,7914.370
-27497,12,7888.29
-25348,8,7873.34
-18009,24,7831.90
-13469,5,7804.745
-3910,30,7752.00
1975,14,7717.97
-14870#,400#,7853#
-20350#,300#,7877#
-25080#,200#,7897#
-28264,20,7909.00
-30419.8,0.5,7915.971
-31139.8,0.5,7915.655
-30540,3,7908.640
-28354,14,7893.57
-24745,5,7871.282
-19687,8,7841.63
-13393,10,7805.71
-6355,8,7766.02
1510,16,7722.12
10250,60,7673.76
-16990#,400#,7861#
-23600#,200#,7890#
-25710#,200#,7897#
-29904.0,2.1,7914.151
-29580.8,0.5,7908.568
-30954.3,0.5,7911.553
-27529,8,7890.30
-26067,9,7878.97
-19374,28,7841.21
-15473,17,7817.56
-6709,5,7769.345
-1230,13,7737.72
9580,30,7679.19
-14730#,400#,7850#
-20270#,200#,7874#
-24400,40,7891.21
-27388.7,2.2,7902.301
-29093.8,0.5,7906.938
-29546.1,0.5,7905.279
-28059,28,7893.88
-25232,7,7875.74
-20798,11,7849.52
-15239,5,7817.658
-8823,5,7781.488
-1560,7,7741.06
6771,14,7695.26
-18550#,300#,7867#
-21570#,200#,7878#
-26599,20,7899.20
-27240,27,7898.49
-29503.3,0.5,7905.896
-27047,6,7889.704
-26251,10,7881.81
-20371,23,7848.50
-16942,8,7827.44
-8988,24,7783.76
-4000,6,7754.911
6130,30,7700.33
-14840#,300#,7849#
-19840#,200#,7870#
-23740,50,7885.83
-26401,3,7895.175
-27662.5,0.7,7897.561
-27181,14,7891.27
-25271,14,7877.88
-21429,12,7854.87
-16521,5,7826.562
-10789,8,7794.15
-4107,10,7757.02
3589,9,7714.84
11937,20,7669.41
-12530#,400#,7839#
-16640#,300#,7855#
-22692,25,7881.56
-24353,23,7885.91
-27345.3,0.7,7896.850
-25980.4,1.8,7886.221
-25941,4,7882.151
-20751,14,7852.59
-17942,9,7834.81
-10595,28,7794.56
-6275,18,7769.30
3102,6,7719.012
9075,15,7685.57
-7270#,400#,7814#
-14370#,400#,7845#
-19510#,200#,7867#
-23143,3,7880.865
-25269.2,1.6,7887.483
-25761.3,1.2,7886.053
-24786,7,7877.40
-21525,13,7857.48
-17311,5,7832.863
-12163,11,7803.65
-6184,6,7770.344
876,6,7731.71
8601,10,7689.80
-9570#,400#,7823#
-17620#,200#,7859#
-20390#,200#,7868#
-24690.1,0.5,7885.546
-24346.1,1.2,7880.024
-25109.8,1.1,7879.933
-20646,9,7854.22
-18341,10,7839.08
-11875,23,7803.55
-7970,7,7780.57
607,25,7734.69
6061,9,7704.12
-5600#,500#,7805#
-12820#,300#,7836#
-18570#,200#,7860#
-22288,4,7874.732
-23820.8,1.2,7878.395
-23770.2,1.1,7874.331
-21066,5,7857.322
-17521,10,7836.22
-12985,12,7810.27
-7710,5,7780.723
-1310,8,7745.69
5804,23,7707.17
14110,60,7662.85
-9240#,300#,7820#
-14190#,300#,7840#
-20946,20,7869.17
-22253.3,1.3,7871.722
-23785.5,1.1,7875.362
-20028,8,7853.32
-18189,4,7840.597
-12439,14,7808.89
-9133,9,7789.04
-1247,28,7746.96
3566,18,7719.80
13480,70,7667.9
-4140#,400#,7797#
-10640#,300#,7824#
-16487,30,7848.61
-21034,5,7866.798
-22452.0,1.1,7869.866
-20054.6,2.4,7854.505
-17146,7,7836.67
-13227,12,7813.97
-8635,5,7787.999
-2849,18,7756.27
3510,60,7721.75
11150,60,7681.10
-500#,400#,7780#
-5910#,300#,7803#
-13270,30,7834.19
-16750.1,1.9,7847.184
-21748.5,1.1,7867.453
-18870.2,2.3,7849.853
-17469.2,1.7,7839.357
-12470,9,7811.56
-9655,10,7794.27
-2665,12,7756.90
1728,9,7732.02
10760,60,7684.8
16690,30,7652.57
-2230#,400#,7786#
-8610#,150#,7813#
-13645,6,7833.398
-17614.6,1.7,7848.649
-18258.6,1.4,7847.987
-16366.0,1.8,7835.188
-12884,5,7814.784
-8941,10,7792.18
-3782,12,7763.75
1858,6,7733.018
8840,60,7695.85
16400#,100#,7656#
2680#,400#,7764#
-5300#,200#,7799#
-9247,12,7813.59
-14728.4,1.4,7835.966
-14791.9,1.4,7832.542
-15953.1,1.1,7834.346
-11972,8,7811.66
-9605,5,7796.665
-3344,13,7763.12
443,9,7741.37
8760,60,7698.02
14060,19,7669.08
-390#,200#,7777#
-6080,40,7799.79
-10493.0,2.3,7817.008
-11859,5,7819.775
-12432.5,1.3,7818.784
-11647.2,2.7,7811.355
-8755,7,7793.94
-4140,12,7768.36
832,5,7741.089
7140,50,7707.47
13880,90,7671.9
22050,70,7629.4
3020#,300#,7762#
-1550#,200#,7780#
-7548.9,1.8,7804.320
-8117.9,1.9,7803.314
-10369.4,1.2,7810.244
-8628.1,2.4,7798.340
-8659,3,7794.796
-3516,9,7766.85
-199,10,7747.51
7300,22,7708.45
12111,10,7682.06
21600,90,7633.6
8200#,300#,7739#
1784,27,7765.43
-3204,7,7785.17
-5232,5,7791.022
-6654,3,7794.024
-6580,5,7790.004
-5696,3,7782.182
-3554,5,7768.454
346,10,7746.47
6141,12,7715.59
12120,9,7683.85
19650,60,7644.80
11770#,400#,7724#
6470#,200#,7745#
-183.0,2.0,7772.395
-1201,11,7773.50
-4470.0,1.4,7785.116
-3379,4,7776.363
-4320,9,7777.10
-958,9,7757.74
93,5,7749.172
6433,14,7715.89
10695,11,7692.32
19460,80,7647.7
17110#,400#,7701#
10030#,300#,7730#
4340,50,7752.74
1629,6,7761.718
-541.8,2.1,7768.177
-1257,7,7767.86
-1169,6,7763.816
318,7,7753.26
2532,7,7739.32
6031,12,7719.41
10921,6,7693.027
17800,80,7657.4
24890,100,7620.8
20920#,400#,7685#
14870#,300#,7709#
7510#,200#,7740#
5874,11,7743.50
1782.3,1.8,7758.820
2257,4,7753.002
253,6,7758.655
2971,4,7742.451
3291,8,7737.35
8150,9,7711.23
10299,11,7697.66
17824,25,7659.20
23066,28,7631.31
18660#,400#,7693#
12260#,300#,7719#
8730,18,7731.85
5883,7,7741.36
4395,5,7744.617
3659,4,7744.404
4315,7,7737.77
5890,7,7726.91
8702,11,7710.34
12206,11,7690.59
17055,12,7664.64
22970#,80#,7634#
23710#,400#,7672#
15630#,300#,7705#
13216,27,7712.83
8356.7,2.0,7731.530
8100,12,7729.12
5217.4,2.3,7738.753
7059,4,7726.714
6646,10,7725.02
10850,60,7702.14
12367,11,7691.60
18650,18,7659.19
21895,14,7640.72
20620#,400#,7684#
16320#,200#,7700#
12681,16,7713.33
10396,3,7720.197
8829.3,2.1,7723.778
8617,7,7721.18
9394,7,7714.06
11570,50,7700.55
14460,60,7683.77
18580,70,7661.4
23296,13,7636.29
29440,90,7604.7
24130#,400#,7670#
20960#,300#,7681#
15263,18,7703.22
14376,14,7703.70
10612.0,1.8,7717.255
11482,4,7709.743
10272,8,7711.69
13744,6,7692.352
14690,14,7684.50
20278,15,7655.54
23010#,100#,7640#
30480,30,7602.08
24200#,300#,7668#
19774,20,7684.48
16783,14,7694.48
14471,6,7701.394
13277,5,7703.257
12964,5,7701.135
14530,60,7690.50
16940,8,7676.06
20370,60,7656.98
24520,70,7634.7
29910#,200#,7607#
35930#,300#,7576#
28950#,300#,7648#
22490,40,7674.01
20953,16,7677.39
16372.0,1.9,7694.499
16378,7,7690.95
14320,4,7696.693
16622,5,7682.801
17203,10,7676.66
22060,90,7651.2
24270,50,7637.77
31270,40,7602.70
35060#,300#,7582#
32240#,400#,7636#
27080#,200#,7655#
23428,14,7668.06
20390,8,7678.17
18382.3,1.9,7683.666
17233.2,2.1,7685.310
17825,7,7679.15
19385,8,7668.64
22340,80,7651.9
26050,60,7631.76
30660,80,7607.6
36120#,300#,7580#
42700#,300#,7547#
37070#,400#,7616#
29910#,200#,7644#
27711,22,7650.74
22445,10,7670.75
21749,11,7670.37
18825.8,1.8,7679.924
20234,4,7670.144
19996,10,7667.72
23862,8,7646.96
25743,15,7635.07
32032,29,7603.50
35280#,300#,7586#
43260#,400#,7546#
34580#,300#,7626#
30300#,300#,7641#
26534,11,7654.36
23821,12,7662.94
21993.0,2.6,7667.587
21637,5,7665.691
22310,5,7659.223
24360,80,7646.7
27372,10,7629.77
31620,90,7607.4
36300#,300#,7583#
42390#,400#,7553#
37550#,400#,7614#
34660#,300#,7624#
28747,10,7646.41
27521,6,7648.377
23667.6,1.9,7661.964
24309,3,7655.663
23198,4,7657.119
26034,11,7641.11
27329,11,7631.92
32820,100,7604.2
35630#,200#,7588#
42970#,300#,7552#
42280#,400#,7596#
37430#,300#,7613#
32886,14,7630.05
29682,6,7640.716
27177.5,1.9,7648.305
25849.5,1.9,7650.708
25804.8,2.1,7647.459
26830,7,7639.49
29045,9,7626.29
32580,80,7607.3
36770#,100#,7585#
42180#,200#,7558#
41880#,400#,7596#
35243,18,7621.65
33384,7,7626.369
28940.2,2.0,7642.429
28894.7,2.1,7639.197
26770.9,1.8,7645.081
28924,4,7632.208
29220,13,7627.48
33830#,100#,7604#
36108,23,7590.40
42850#,200#,7557#
44890#,400#,7585#
39362,13,7605.62
35668,5,7618.338
32562,15,7628.49
30690,12,7633.24
29585.5,2.4,7634.651
29897,3,7629.875
31211,6,7620.722
33800,100,7606.0
37390,60,7586.88
42180,110,7562.6
42170#,200#,7595#
39487,7,7603.705
34516,10,7621.91
33838,16,7621.46
30862.5,1.2,7630.997
32174,3,7621.896
31615,5,7620.923
35240,60,7601.78
36932,14,7591.00
42870#,140#,7562#
46550#,300#,7579#
42081,8,7594.50
38216,11,7607.84
35763,13,7615.08
33815.8,1.2,7620.119
33424.3,1.8,7618.427
33806.0,2.7,7613.388
35620,50,7602.13
38309,22,7587.12
42410#,300#,7566#
47270#,300#,7542#
46073,14,7579.35
40497,9,7600.01
39154,13,7602.42
35446.7,1.4,7615.034
35947,8,7609.51
34609.4,1.8,7611.898
37360#,100#,7597#
38361,17,7588.98
43420#,300#,7564#
46330#,200#,7548#
48920,20,7569.24
44334,9,7585.56
41308,13,7595.19
38731.6,1.4,7602.894
37489.4,1.3,7604.867
36919.1,2.3,7603.957
37950,50,7596.18
40050,50,7583.80
43290#,110#,7567#
47290,80,7546.0
52770#,230#,7519#
46931,8,7576.54
44841,14,7582.13
40613.0,2.6,7596.856
40339,4,7594.684
38145.0,1.1,7600.716
39955,8,7589.64
40350,7,7584.606
44460#,160#,7564#
46722,17,7550.69
53400#,150#,7519#
51130#,300#,7561#
47357,14,7573.51
44018,13,7584.39
42289,14,7588.41
40918.8,1.1,7590.915
41043.0,1.4,7587.057
42182,21,7578.88
44620,50,7565.16
48010#,100#,7547#
52770#,400#,7524#
51220,40,7559.24
46255,14,7576.97
45334,14,7577.56
42444.6,1.1,7586.485
43380,50,7579.21
42901.5,1.8,7577.919
46040#,120#,7561#
47853,18,7550.31
53540#,360#,7523#
54020#,400#,7550#
49955,16,7563.44
47528,13,7570.38
45390.1,1.2,7576.103
44871.6,1.1,7574.989
45091.7,1.7,7570.760
46570#,60#,7561#
49250,70,7546.6
53210#,230#,7527#
57940,100,7503.4
52530#,280#,7555#
50894,16,7558.34
47307.7,1.5,7570.126
47454.6,1.1,7566.222
46163.1,1.1,7568.361
48420,60,7555.59
49445,12,7548.00
54220#,260#,7525#
57280#,300#,7509#
56500#,400#,7540#
53340#,200#,7550#
50572.7,1.5,7558.562
49311.0,1.3,7560.568
48588.2,1.1,7560.319
49390.4,2.0,7553.689
51150,150,7543.1
54250#,210#,7527#
58200#,120#,7507#
63630#,300#,7481#
57010#,200#,7537#
52715.5,2.6,7551.770
52316,17,7550.17
50125.3,1.1,7556.043
51510,14,7547.01
51724.2,1.9,7542.862
55660#,150#,7523#
57989,18,7510.24
64230#,370#,7481#
59740#,300#,7528#
56200#,200#,7539#
54320,100,7544.0
52955.1,1.1,7546.440
52934.3,1.1,7543.279
53701.8,1.6,7536.849
55980#,170#,7524#
59330#,170#,7507#
63890#,230#,7485#
69220#,300#,7459#
58620#,200#,7532#
57420,200,7533.4
54716.9,1.2,7541.328
55468.0,1.1,7534.992
54803.7,1.1,7534.504
57750#,140#,7519#
59387,13,7509.10
64800#,260#,7483#
68400#,400#,7465#
62480#,300#,7518#
59810#,30#,7526#
57754.6,2.5,7531.009
57175.0,1.4,7530.174
57181.9,1.5,7526.926
58690,5,7517.502
60990#,180#,7505#
64750#,210#,7486#
69320#,130#,7464#
63240#,100#,7514#
59806.0,2.3,7524.815
59879.1,1.5,7521.309
58451.8,1.1,7523.953
60714,14,7511.48
61478.1,2.6,7505.137
66030#,180#,7483#
68960#,200#,7468#
75600#,370#,7438#
65850#,200#,7506#
63178,14,7513.28
61900.4,1.9,7515.304
61004.5,1.1,7515.768
61813.8,1.8,7509.271
63385.2,2.4,7499.664
66320#,170#,7485#
70190#,200#,7465#
75330#,260#,7441#
65395,15,7506.54
64994#,18#,7505#
62616.9,1.5,7511.472
63970,60,7502.80
64090.2,1.5,7499.122
67820,90,7480.8
70191,14,7467.96
76120#,260#,7441#
69210#,200#,7493#
67150#,100#,7499#
65533,4,7501.932
65490,5,7498.941
66109,14,7493.26
68578,19,7480.10
71670#,180#,7464#
75940#,210#,7444#
70560#,200#,7487#
67392.7,2.4,7496.729
68130,50,7490.60
67238,5,7491.044
70300#,50#,7476#
71898,8,7465.95
76950#,180#,7442#
80690#,220#,7424#
73100#,300#,7479#
70750.7,2.4,7485.551
69846.3,1.2,7486.041
69722.7,1.2,7483.395
71180#,30#,7474#
73519,6,7461.865
77180,160,7444.0
81790#,280#,7422#
72990,10,7478.94
72952.0,2.9,7475.959
71170.3,1.5,7479.957
73230#,100#,7469#
74072,8,7462.09
78400,90,7441.7
81570#,200#,7426#
76648,23,7466.72
75228,11,7469.26
74135,4,7470.501
74512,5,7465.884
75959,14,7457.00
78967,19,7441.90
82850#,180#,7423#
87830#,200#,7400#
79060#,300#,7460#
78540#,200#,7459#
76034.6,2.4,7465.347
77290,50,7457.24
76817,5,7456.035
80470,90,7438.4
82871,9,7425.80
88540#,190#,7400#
80930#,360#,7451#
79302,4,7454.830
79010.5,1.2,7452.888
79345.5,1.5,7448.471
81170#,30#,7438#
84359,7,7422.472
88520,160,7402.9
93640#,410#,7380#
84390#,300#,7440#
81341,11,7449.23
81994.2,2.9,7443.576
80902.5,1.8,7444.794
83450#,100#,7432#
84723,10,7423.59
89650,90,7401.1
93200#,280#,7384#
84810#,200#,7438#
84089,11,7437.82
83800,4,7435.886
84842,6,7428.733
86812,14,7417.94
89947,18,7402.58
94330#,180#,7382#
99600#,280#,7359#
87040#,310#,7432#
87190#,100#,7428#
85485,3,7431.789
87460#,120#,7421#
87823,8,7416.543
91750,80,7398.2
94222,18,7385.43
100300#,190#,7359#
89400#,410#,7422#
88590,4,7422.194
88992.5,1.6,7417.585
90247,6,7409.659
92670#,40#,7397#
95866,11,7381.71
100150,160,7362.0
92700#,400#,7412#
90430#,200#,7418#
91690,3,7409.661
91480#,100#,7407#
94780#,100#,7392#
96344,16,7382.53
101510,90,7359.5
105300#,410#,7342#
93700#,280#,7407#
93560#,100#,7405#
94079,6,7399.971
95850#,70#,7390#
98370#,70#,7377#
101990,60,7360.36
106520#,180#,7340#
95770#,440#,7402#
96550#,320#,7396#
95610#,200#,7397#
98280#,130#,7383#
99150#,200#,7377#
103670#,90#,7357#
106547,21,7342.56
113120#,200#,7314#
98580#,510#,7391#
98460#,200#,7388#
99560#,200#,7381#
101320,70,7371.39
104310#,110#,7357#
108005,18,7339.77
113080,180,7317.3
101670#,450#,7382#
100100#,360#,7385#
102110#,200#,7374#
102390#,220#,7370#
106250#,140#,7352#
108369,22,7341.17
114250,90,7315.7
103130#,490#,7376#
103670#,220#,7371#
104760#,150#,7364#
107110#,170#,7352#
110200#,100#,7337#
114500#,310#,7318#
119680#,200#,7295#
105010#,590#,7371#
106380#,440#,7363#
106080#,360#,7361#
109260#,240#,7346#
110780#,280#,7338#
115960#,180#,7315#
119563,29,7298.38
108230#,550#,7359#
108690#,360#,7354#
110380#,220#,7345#
112790#,140#,7333#
116400#,240#,7316#
120900,24,7296.25
126620#,440#,7272#
111660#,540#,7349#
110140#,410#,7351#
112740#,280#,7339#
113620#,250#,7332#
118100#,160#,7313#
121140,27,7298.26
127670,100,7270.8
113440#,580#,7342#
114010#,370#,7337#
115810#,260#,7327#
118770#,260#,7313#
122660#,100#,7295#
127790#,500#,7273#
133880#,200#,7248#
115480#,660#,7337#
117060#,530#,7328#
116800#,470#,7326#
120710#,380#,7309#
122970#,300#,7297#
129150#,230#,7271#
133650#,300#,7252#
119150#,620#,7323#
119690#,370#,7318#
121480#,370#,7309#
124490#,130#,7294#
129300#,310#,7274#
134830,30,7250.16
122400#,580#,7314#
121430#,460#,7314#
124230#,300#,7301#
125110#,250#,7295#
130710#,190#,7271#
134680,40,7253.76
124620#,590#,7305#
125860#,380#,7298#
127690#,280#,7288#
131100#,330#,7273#
135950#,100#,7252#
126520#,690#,7301#
128790#,530#,7290#
129000#,510#,7286#
133480#,490#,7267#
136080#,420#,7255#
142770#,230#,7227#
129920#,400#,7292#
130680#,660#,7286#
131770#,370#,7279#
134780#,420#,7265#
138290#,140#,7250#
142890#,400#,7230#
133760#,580#,7278#
133410#,470#,7276#
137250#,380#,7259#
139200#,390#,7249#
144610#,210#,7227#
135780#,600#,7273#
136490#,590#,7268#
138770#,390#,7257#
141670#,340#,7243#
145400#,450#,7227#
138950#,600#,7265#
138190#,720#,7265#
141310#,530#,7250#
142540#,550#,7243#
147390#,630#,7223#
150360#,500#,7209#
141100#,600#,7260#
141380#,450#,7256#
143010#,660#,7247#
145090#,390#,7237#
148410#,470#,7222#
152330#,150#,7205#
144370#,400#,7251#
143220#,300#,7252#
145770#,580#,7240#
146250#,510#,7236#
150520#,390#,7218#
152840#,440#,7206#
159030#,220#,7181#
146500#,600#,7243#
