0,1,2
246,068670,60
246,068803.7,1.6
246,072810,100
246,075353,15
246,081710#,280#
247,074300#,220#
247,072090#,110#
247,070353,4
247,070306,6
247,070971,15
247,073622,21
247,076940#,190#
247,081520#,220#
248,075750#,220#
248,072349.1,2.5
248,073140,50
248,072183,5
248,075470#,60#
248,077185,9
248,082610#,200#
248,086620#,240#
249,078480#,320#
249,075954.0,2.5
249,074983.1,1.3
249,074850.4,1.3
249,076410#,30#
249,078926,7
249,082860,180
249,087800#,300#
250,078358,11
250,078317,3
250,076404.5,1.7
250,078610#,110#
250,079520,8
250,084160,100
250,087570#,220#
251,082285,24
251,080761,12
251,079587,4
251,079991,6
251,081545,15
251,084774,20
251,088940#,190#
251,094290#,220#
252,084870#,320#
252,084310#,220#
252,081626.5,2.5
252,082980,50
252,082466,6
252,086390,100
252,088966,10
252,095050#,200#
253,086880#,390#
253,085134,5
253,084821.2,1.3
253,085180.9,1.7
253,087140#,30#
253,090563,7
253,095030,180
253,100530#,440#
254,090600#,320#
254,087324,12
254,088024,3
254,086852.4,2.0
254,089590#,110#
254,090954,10
254,096240,100
254,100060#,300#
255,091050#,220#
255,090274,12
255,089963,4
255,091082,6
255,093196,15
255,096562,19
255,101270#,190#
255,106920#,300#
256,093440#,340#
256,093600#,110#
256,091772,3
256,093890#,130#
256,094282,8
256,098490,90
256,101151,19
256,107670#,200#
257,095980#,440#
257,095105,5
257,095537.3,1.7
257,096884,7
257,099480#,50#
257,102917,12
257,107520,180
258,099520#,430#
258,097080#,220#
258,098434,4
258,098210#,110#
258,101750#,110#
258,103430,17
258,108970,100
258,113040#,440#
259,100600#,300#
259,100450#,110#
259,100998,7
259,102900#,80#
259,105600#,80#
259,109490,60
259,114350#,190#
260,102810#,470#
260,103650#,340#
260,102640#,220#
260,105500#,130#
260,106440#,220#
260,111300#,100#
260,114383,22
260,121440#,210#
261,105830#,550#
261,105700#,220#
261,106880#,220#
261,108770,70
261,111980#,120#
261,115948,20
261,121400,190
262,109140#,480#
262,107460#,390#
262,109620#,220#
262,109920#,240#
262,114070#,150#
262,116339,24
262,122650,100
263,110710#,530#
263,111290#,240#
263,112460#,160#
263,114990#,180#
263,118300#,100#
263,122920#,330#
263,128480#,210#
264,112730#,630#
264,114200#,470#
264,113880#,390#
264,117300#,250#
264,118930#,300#
264,124490#,190#
264,128360,30
265,116190#,590#
265,116680#,390#
265,118500#,240#
265,121090#,150#
265,124960#,260#
265,129792,26
265,135940#,470#
266,119870#,580#
266,118240#,440#
266,121030#,300#
266,121970#,260#
266,126790#,180#
266,130049,29
266,137060,100
267,121790#,620#
267,122400#,400#
267,124320#,280#
267,127500#,280#
267,131680#,100#
267,137190#,540#
267,143730#,220#
268,123970#,710#
268,125670#,570#
268,125390#,500#
268,129580#,410#
268,132010#,320#
268,138650#,250#
268,143480#,320#
269,127910#,670#
269,128500#,400#
269,130410#,400#
269,133650#,140#
269,138810#,340#
269,144750,30
270,131400#,620#
270,130360#,490#
270,133370#,320#
270,134310#,270#
270,140320#,210#
270,144590,40
271,133780#,630#
271,135120#,410#
271,137080#,300#
271,140740#,350#
271,145950#,100#
272,135830#,740#
272,138260#,570#
272,138490#,550#
272,143300#,520#
272,146090#,460#
272,153270#,250#
273,139480#,430#
273,140290#,700#
273,141460#,400#
273,144700#,460#
273,148460#,150#
273,153390#,430#
274,143600#,620#
274,143220#,500#
274,147340#,400#
274,149430#,420#
274,155250#,230#
275,145770#,640#
275,146530#,640#
275,148970#,420#
275,152090#,370#
275,156090#,480#
276,149170#,640#
276,148350#,770#
276,151710#,570#
276,153020#,590#
276,158230#,680#
276,161420#,540#
277,151480#,640#
277,151770#,480#
277,153530#,710#
277,155760#,420#
277,159320#,500#
277,163540#,170#
278,154990#,430#
278,153750#,320#
278,156490#,620#
278,157010#,550#
278,161590#,420#
278,164080#,470#
278,170730#,240#
279,157270#,640#
279,158440#,720#
279,159980#,650#
279,162880#,450#
279,166420#,420#
279,171190#,640#
280,159340#,640#
280,161580#,640#
280,161380#,800#
280,165200#,570#
280,167100#,630#
280,173100#,430#
281,163610#,640#
281,164550#,530#
281,166760#,830#
281,169560#,430#
281,173710#,320#
282,166890#,480#
282,166170#,320#
282,169340#,630#
282,170510#,590#
282,175770#,430#
283,169440#,540#
283,171100#,730#
283,173200#,660#
283,176670#,470#
284,171190#,540#
284,173880#,540#
284,174360#,820#
284,178840#,570#
284,181190#,700#
285,175770#,640#
285,177230#,540#
285,180110#,830#
285,183500#,430#
286,178760#,490#
286,178690#,750#
286,182460#,630#
286,184230#,590#
287,181830#,750#
287,184060#,760#
287,186720#,660#
287,190820#,480#
288,183500#,750#
288,186760#,750#
288,187780#,820#
288,192880#,580#
289,188460#,540#
289,190520#,550#
289,193970#,830#
289,198020#,540#
290,191430#,500#
290,191880#,750#
290,196240#,640#
290,198640#,590#
291,194850#,750#
291,197730#,790#
291,201010#,670#
291,205750#,640#
292,200320#,750#
292,201970#,820#
292,207860#,720#
293,204580#,550#
293,208730#,840#
293,213420#,760#
294,210840#,640#
294,213980#,590#
295,216180#,700#
